Ticker,변동성,평균 주간 수익률
A015590,0.243616603,0.002429472
A015750,0.344714897,-0.000132446
A015890,0.122808825,0.001313418
A016090,0.230278292,-0.000782746
A016450,0.455360491,-0.002660499
A016880,0.358952218,-0.002722611
A017180,0.214868048,0.008380646
A017480,0.153994565,0.001695273
A017800,0.262907757,0.003561076
A017810,0.226519128,0.001009033
A017890,0.276118565,0.004699733
A017900,0.147715586,0.001842227
A018250,0.396462153,-0.041428571
A018260,0.170910215,-0.00018023
A018310,0.305338549,-0.001042714
A018680,0.261335926,0.002407283
A018700,0.744716817,0.008904836
A019010,0.221153601,0.003661383
A019685,0.210136555,-0.002646513
A020000,0.148789628,0.000149939
A020180,0.302818446,0.005788475
A020400,0.171537624,0.00348157
A021040,0.251712298,0.000927762
A021820,0.383369763,-0.003422277
A022100,0.191317358,0.003148617
A023000,0.159031411,-0.000338792
A023430,,
A023440,0.243772595,0.00207876
A023530,0.308894361,-0.001570282
A023770,0.549473893,0.009578356
A023800,0.28299905,0.007229162
A024060,0.398659776,0.006119922
A024090,0.073073381,0.001317379
A024120,0.127938502,0.002068945
A024740,0.245730582,0.001957981
A024830,0.167684185,-0.000556993
A024880,0.130765483,0.00290518
A024890,0.269439435,-0.000458302
A025320,0.358968459,0.00846932
A025440,0.290194436,0.003152261
A025560,0.434193888,-0.005334645
A025900,0.306981454,0.005036812
A025980,0.459516235,0.004133226
A026180,,
A026260,,
A027050,0.270013522,-0.000927323
A02826K,0.172361588,0.001477325
A030720,0.086239372,0.002040179
A030790,0.65735052,0.004756818
A031330,0.116984639,0.001797775
A032280,0.1541658,-0.001380782
A032300,0.163046599,-0.161490683
A032500,1.003993136,0.015015714
A032640,0.144060412,0.001378738
A032800,0.423779611,0.003791598
A032940,0.251526889,0.001030674
A032980,0.309971565,0.002620198
A033100,0.412203818,0.007107767
A033270,0.474207124,0.008518954
A033290,0.258190064,0.003804022
A033430,0.448537842,-0.003633331
A033560,0.488188752,-0.001150114
A033660,,
A033790,0.537790799,-0.000536449
A034810,0.201437969,0.000124127
A034830,0.2210332,-0.000430921
A034950,0.257095416,0.003185836
A035150,0.218149052,0.002556013
A035200,0.235959062,0.004811105
A035460,0.17291167,0.00117572
A035480,,
A035510,0.262948818,0.003050483
A035600,0.233759931,0.003265843
A035610,0.190864025,0.002709655
A035620,0.277327977,0.002457341
A035760,0.214183379,0.000282924
A035810,0.188400536,0.000263175
A035900,0.594242671,0.010235379
A036000,0.495145965,0.000976175
A036030,0.192650674,-4.99999E-05
A036170,0.345021045,0.002280845
A036260,,
A036420,0.280280245,0.000241707
A036540,0.422113508,0.005310454
A036710,0.262644872,0.002002063
A036800,0.185683118,0.000691662
A036830,0.257059669,0.005562602
A037030,0.85179716,0.060059285
A037330,0.208910288,0.004633078
A037560,0.309298101,-0.002993221
A037620,,
A038070,0.163862972,0.002076382
A038160,,
A038530,0.763072889,-0.004192033
A039740,0.31889487,-0.001300695
A041190,0.63233102,0.015925626
A041440,0.356483743,-0.001202139
A041510,0.22179894,0.000304703
A041920,0.393599465,0.002289763
A042420,0.104618344,0.001484753
A042510,0.164437907,0.001683679
A042600,0.309241777,0.007591182
A042660,0.181630105,0.002376225
A042670,0.229667252,0.004519171
A043100,0.643089233,-0.006301702
A043260,0.21341436,0.00440373
A043590,0.408691153,-0.000470787
A044340,0.345704699,0.005538891
A045340,0.234072964,0.007922352
A045390,0.583901249,0.010114675
A046140,0.287781026,-0.001840197
A046210,0.361786355,0.002591597
A046890,0.222380117,0.002802959
A046970,0.207333996,-0.000769813
A047050,0.194591947,0.001197594
A048260,0.239259061,-0.000256848
A048410,0.496560699,0.013094913
A048430,0.287379034,0.004960049
A048530,0.342517413,0.003338784
A048550,0.255598706,-4.24279E-05
A049430,0.123729135,0.000933711
A049450,,
A049480,0.220911162,0.003284424
A050090,0.381682103,0.001973794
A050120,0.212425463,0.001623403
A051170,,
A051370,0.650473776,0.006431394
A051380,0.421528226,0.007067847
A051490,0.367452012,0.005850187
A051910,0.339436865,0.004955243
A051980,0.907244455,0.003254093
A052300,0.408420115,-0.002067276
A052400,0.258794212,-0.000880172
A052710,0.31268799,0.005211141
A052860,0.278975083,0.004520784
A053030,0.412184204,0.004688165
A053300,0.314280023,0.001280108
A053980,0.215151117,0.003080798
A054340,,
A054670,0.21101177,0.001108016
A054930,0.341254238,0.005985529
A056090,0.52105938,-0.004438724
A056360,0.225950337,0.004528366
A057880,0.474323161,0.009172398
A058370,,
A058450,0.846437639,-0.00371433
A058650,0.27388744,-0.001393398
A058820,0.283145352,0.007397897
A058970,0.588020542,0.108433735
A059100,0.504483333,-0.002070571
A060280,0.335431296,0.002872826
A060370,0.189030583,0.001985456
A061970,0.558406524,0.014070634
A063080,0.358831982,-0.000639622
A063170,0.462916987,-0.001572555
A063760,0.422452991,0.004953396
A064240,0.629419605,0.00166539
A064820,0.259498037,0.006139676
A064850,0.448814095,0.005832914
A065150,0.317503855,-0.005048531
A065170,0.240852738,0.000132001
A065370,0.532701287,-0.056097561
A065500,0.357655532,0.00476672
A065680,0.454295733,0.004943289
A066570,0.228464472,0.004544269
A066620,0.158387169,0.001126437
A066700,0.329733462,0.005241157
A066900,0.193131745,0.002378343
A067000,0.425591847,0.003253327
A067630,0.599457678,0.014253916
A067730,0.220265324,0.002000032
A068240,0.180537817,0.002039852
A068870,,
A068930,0.392662777,0.004859711
A069260,0.153227904,0.003000426
A069330,0.612272446,-0.000593516
A069410,0.177754481,-0.000536936
A070590,0.258605328,0.00324996
A071840,0.337665616,-0.00092175
A071850,0.33121125,-0.000423385
A073010,0.373488183,4.37766E-05
A073070,,
A073540,0.301570503,0.005724583
A074600,0.249938082,0.005643419
A075580,0.383215795,0.007389314
A077280,,
A077500,0.296345368,0.007583935
A078160,0.26408583,0.000382818
A078350,0.181151022,0.003492046
A078600,0.728572808,0.013110895
A078935,0.112585653,-4.14184E-05
A079160,0.472337788,-0.004087584
A079550,0.491554877,-0.003060909
A079960,0.164413575,0.002226762
A080440,0.67845405,-0.004486457
A081660,0.566786113,0.004941449
A082640,0.457885852,-0.003012773
A082800,0.268902813,0.007921182
A083500,0.352141113,-0.08650519
A083640,0.59624711,0.010159115
A083660,0.454982141,-0.001062287
A084180,0.651312427,0.004384032
A084370,0.293857553,0.005462297
A084650,0.663240779,0.006475765
A084850,0.177579931,0.462474645
A085310,0.632356809,-0.003754517
A085370,0.430589469,-0.000472686
A08537M,0.270905968,-0.032719582
A085810,0.3513026,-0.001774441
A086060,0.168824007,0.004332097
A086250,,
A086390,0.300293991,0.007356078
A086670,0.259382674,0.006922557
A086710,,
A086820,0.271463823,0.035984848
A086830,,
A086890,0.238357153,0.002140001
A086900,0.346122028,-0.000827864
A087010,0.264797644,-0.000130847
A087600,0.519207835,-0.00068809
A088130,0.466313481,-0.000493299
A088390,0.486179896,0.005330152
A088790,0.255113893,0.000587069
A089150,0.355226375,0.006067513
A089230,0.336773623,0.001711841
A089890,0.564276892,0.008914812
A089970,0.398699349,-0.055900621
A089980,0.545315681,0.007350673
A090360,0.357078121,0.004900148
A090430,0.328715039,-0.001111728
A090740,0.382959939,0.007251177
A091090,0.237836708,0.001734021
A091170,0.167809069,0.001532896
A091230,0.178365851,0.003670547
A091440,0.204101127,0.001902983
A091590,0.387142601,0.006144687
A091810,0.377215465,-0.038512035
A091970,0.374689414,0.002642526
A092130,0.231746463,0.004147176
A092440,0.194523514,-0.001379213
A092730,0.269832785,0.000882312
A092870,0.300105488,0.005524778
A093050,0.248568062,-0.001315853
A093240,0.527769463,0.006206737
A093520,0.148864014,0.003510398
A094170,0.234630079,0.007316852
A094190,,
A094480,0.215160955,0.00125049
A094850,0.267943308,0.001079992
A094970,0.299388547,0.004238596
A095570,0.258503564,-0.000721427
A095660,0.279627352,0.003655084
A096350,0.383786136,0.005390191
A096610,0.266555601,0.001508981
A097230,0.64479561,-0.002448975
A097800,0.551908744,0.002623841
A098560,0.106446809,-0.000119472
A098660,0.149900545,0.000139118
A099410,0.309549813,0.00379759
A099440,0.257198381,-0.001564248
A099660,,
A100130,0.412744131,0.005207268
A101000,0.579845838,-0.005144044
A101390,0.543181339,-0.002475287
A101400,0.355477052,-0.002033371
A101930,0.146885078,0.002600644
A102260,0.16414528,-0.000146349
A102970,0.133446831,0.002363669
A103590,0.242653794,-0.000220889
A104530,0.10364651,0.001416287
A105190,0.120351664,0.002666603
A105560,0.201764359,0.001902776
A105840,0.222260936,-0.00010845
A106190,0.152720353,0.002359508
A106240,0.3158564,0.004703892
A108380,0.094507,0.001962789
A108670,0.322238553,-0.001255573
A110990,0.158210676,-0.087947883
A111770,0.168348867,9.88659E-05
A112040,0.281533416,0.003793341
A113300,,
A114090,0.211972433,0.000198231
A114120,0.989210933,-0.010324447
A114800,0.127169306,-0.002344589
A115960,0.281786643,-0.001127985
A117670,0.459184246,0.001099872
A117690,0.120619172,0.001463461
A119500,0.184137873,0.00337539
A119610,0.229012741,-0.000784486
A119850,0.168268666,0.00358172
A119860,0.504270552,0.008357316
A120110,0.277217698,-0.00059343
A121440,0.294523972,-0.00020028
A121800,0.499503952,0.00174748
A122090,0.138992526,0.003078743
A122350,0.20369086,0.001789621
A122900,0.281249879,-0.002724731
A123320,0.212304761,0.005002464
A123330,0.518013355,-0.005071986
A123570,0.281128751,0.006567338
A123690,0.225480885,0.003347477
A123700,0.344265523,-0.001649381
A123780,,
A123890,0.314722075,0
A124560,0.17470697,-0.087542088
A125210,0.179016621,0.098039216
A126600,0.365309207,-0.001240455
A126700,0.27445505,0.003787718
A127710,0.40811333,0.001310685
A128540,0.182736057,-0.074626866
A129260,0.211150699,0.002562397
A131030,0.216879434,0.001125811
A131180,0.186989655,-0.001182771
A131400,0.326461231,0.008545291
A133750,0.26517039,0.004977525
A136490,0.227315777,0.000500288
A138520,0.153612802,0.003145877
A138580,0.213352918,-0.085603113
A139260,0.212254144,0.004518727
A139290,0.099598152,0.000879795
A140410,0.726527392,0.010895785
A142280,0.283697482,0.004828552
A142760,0.395675044,0.003619656
A143210,0.176678101,-0.069241012
A143540,0.674303339,0.001750598
A145020,0.227873533,0.006022394
A145990,0.308012754,-0.000858794
A147760,0.372355053,0.105563481
A147970,0.107209062,0.000368265
A148250,0.368191159,0.006891556
A152330,,
A153490,0.246638364,0.002256724
A154040,0.348528329,-0.000447891
A156100,0.569231395,0.006648831
A158310,0.674848072,-0.004010122
A159580,0.233808272,0.003443588
A160550,0.410378184,0.001838345
A161510,0.112646479,0.001255772
A163290,,
A163560,0.256585763,0.001769243
A164060,0.067890477,0.069078947
A168580,0.147646573,0.001910871
A169140,,
A171120,0.2894222,-0.000226107
A174350,0.097774941,0.000300008
A174900,0.269513261,-0.145283019
A175140,0.361447608,0.000772395
A176440,0.532587855,-0.131782946
A177350,0.299801557,0.00155668
A177830,0.239282069,0.005073574
A177850,,
A178920,0.419995698,0.006697014
A179090,,
A180400,0.470188377,0.005503267
A18064K,0.712913985,0.017257863
A183300,0.215127264,-0.177927928
A187660,,
A187790,0.405171414,-0.000631374
A189400,0.117948892,0.002230741
A189690,0.138988288,0.002316026
A189860,0.18604754,0.002951993
A189980,0.5019518,-0.002709262
A190650,0.205485705,0.055319149
A191410,0.374350398,-0.000746962
A191420,0.404434116,0.007194556
A192440,0.175669146,0.002223466
A192820,0.220878155,-0.000542521
A194370,0.351555425,0.020519836
A194480,0.473611192,-0.000805643
A194610,,
A195870,0.165939278,-0.023972603
A195970,0.092617796,0.001592471
A195980,0.120645643,0.002331529
A198440,0.226406435,0.004827803
A200020,,
A200040,,
A200710,0.63202406,0.010494933
A200780,0.194183978,0.001032537
A200880,0.486519537,-0.000121213
A204270,0.140685083,-0.229787234
A204450,0.204669415,0.002287275
A204480,0.214045238,0.002889155
A204630,0.49559518,0.004371556
A205500,0.651770153,-0.001349422
A205720,0.16608493,-0.00173337
A206400,0.444945902,0.003404511
A208350,0.277777091,-0.00088454
A208640,0.632264332,0.003371594
A210160,,
A212560,0.237146143,0.00120181
A213610,0.133602593,0.00251694
A214320,0.129648566,0.000398471
A215090,0.508126916,0.001022856
A215790,0.491823342,-0.000733984
A216080,0.374765319,0.037861915
A217620,0.248085493,0.002939676
A217790,0.10105966,0.000529984
A218150,0.218572009,0.003376619
A220130,0.138213996,0.000384873
A222080,0.569087831,0.008553247
A222420,0.287112214,0.004028155
A222810,0.882970413,0.004549661
A223250,0.132310654,-0.150819672
A224060,0.606552286,0.004418952
A224110,0.407741046,0.006373271
A225430,0.237339539,0.004819864
A226360,0.247460348,0.004642602
A226490,0.103101664,0.002196028
A227100,0.249604942,-0.142857143
A228340,0.401267227,0.025987526
A228760,0.576163434,0.104322767
A228850,0.210210758,-0.03803132
A228980,,
A230980,0.248056868,-0.004910714
A232140,0.366748066,0.007235185
A234340,0.189176386,-0.074612403
A234760,,
A234920,0.333725152,-0.073732719
A236200,0.191130663,-0.164583333
A236460,,
A238670,0.023996101,-0.0005113
A239280,,
A241710,0.397539447,-0.0192
A241770,0.487820629,0.083756345
A241820,0.570191499,0.021201413
A242040,0.278546698,0.005200946
A24251Q,,
A243880,0.300469205,0.011122346
A244460,0.205352343,-0.175403226
A244660,0.101854728,-0.027062374
A244670,0.15472359,-0.030261493
A244820,,
A245360,0.079924006,0.00454848
A245620,0.442723281,-0.120245399
A246720,0.505892492,-0.148624203
A247800,,
A249680,,
A250990,,
A251350,0.123871131,-0.008906482
A251630,0.351757035,0.450738916
A252410,0.10779466,-0.023039216
A252500,0.384969244,0.007537688
A252670,0.229953987,0.00610998
A252730,0.093026463,0.017964072
A253590,0.327425059,0
A253840,0.74677779,0.541062802
A254650,,
A255220,0.327801707,0.091456736
A255440,0.25433757,0.020942408
A256840,0.298170703,0
A256940,0.76706664,-0.146757679
A257730,,
A258340,,
A258790,0.210617053,0.00514668
A258890,,
A259630,0.215424215,-0.116257612
A260200,,
A261780,,
A261920,0.107004972,0.068724149
A263050,0.252727841,0.163218391
A263600,0.233789561,-0.107594937
A263700,0.440340774,-0.107824952
A263770,0.489085652,-0.014705882
A263810,0.321433616,-0.121776226
A264450,0.274437882,-0.020429844
A265690,0.149340455,0.002696078
A265740,0.050055771,-0.064308682
A266360,0.213472951,0.013918094
A266370,0.1340436,-0.001013993
A266410,0.118104885,0.010375343
A266420,0.221999991,0.033212501
A266930,,
A268280,0.170148275,-0.224581006
A269370,0.085165447,0.017499727
A270870,0.246619522,-0.048387097
A271050,0.210075094,0.039362473
A272110,0.23904447,-0.174496644
A272210,0.213259845,-0.110655738
A272220,0.099776941,0.012218495
A272560,0.019579231,-0.000146255
A275280,0.121114284,0.015069319
A276040,,
A276650,0.181321627,0.00906801
A277480,,
A277630,0.091323669,-0.006987682
A277640,0.093426608,-0.001767113
A278420,0.105819723,-0.026739107
A278470,,
A278530,0.096847864,-0.030693069
A279410,,
A279530,0.097711997,0.01042484
A280920,0.119214994,0.004513962
A280930,0.094750421,0
A281630,,
A282690,0.118931014,-0.103585657
A283580,0.144924566,0.018537074
A283970,,
A284980,0.153868835,0.029722452
A285000,0.132988737,0.00679803
A285020,0.200299145,0.020342612
A285130,0.886363148,0.102325581
A286940,0.149697024,0.04137931
A288330,0.179341657,0.058940397
A289190,,
A289260,0.099597722,0.019257868
A290380,0.298150979,0.318548387
A290510,0.259250939,-0.131252449
A290550,0.326081643,0.336492891
A290720,0.186223293,-0.144615385
A291210,,
A291620,0.169688442,0.096192385
A292140,,
A292190,0.102152866,-0.01429886
A293490,0.09432662,-0.218249075
A293580,0.198934497,-0.154887218
A293780,0.280322648,-0.092511013
A294140,0.168058988,-0.125
A294570,,
A295860,,
A297890,0.089858941,-0.017241379
A298020,0.177474732,-0.15959596
A298130,,
A298540,0.086383631,0.164383562
A299030,0.328550289,-0.164082687
A29922L,,
A300310,,
A300500,,
A303030,0.172076457,0.016561514
A304940,0.192976495,-0.02669303
A305080,0.083826354,0.007960199
A306130,,
A306200,0.212159026,-0.08630137
A306520,0.118341307,-0.001698947
A306530,0.265721399,-0.006972112
A306920,,
A307070,,
A307180,0.219927223,0.002331002
A307620,,
A308100,0.141159076,-0.062295082
A308620,0.070666929,0.013426156
A310200,0.205014823,0.017199017
A310870,0.027441897,0.002493766
A311690,0.240386593,0.006485084
A314130,0.257011038,0.512195122
A31508K,,
A315270,0.205713065,-0.015058179
A315960,0.108375174,0.020417854
A316300,0.070435822,0.012218964
A316840,,
A317850,0.263084856,-0.165876777
A317870,0.170316442,-0.274615385
A318140,,
A318410,0.049298055,-0.018648019
A318590,,
A319810,,
A321410,0.054224581,0.00691358
A322120,0.124934282,-0.015838559
A322310,,
A323410,,
A323940,0.012986516,-0.025404157
A328130,,
A329660,0.036484976,0.001964637
A330350,0.090897327,-0.289244186
A330990,0.007167285,-0.00968523
A331380,0.006668832,-0.00486618
A331520,0.009326641,0.00248139
A332370,0.101205988,-0.027027027
A332760,,
A333430,0.009848485,0
A334970,,
A33626K,0.629847751,0.110584124
A336570,0.011097659,-0.002487562
A338220,,
A340570,0.073010145,-0.05
A341160,0.011442006,0.002493766
A34534K,,
A34695K,,
A347700,,
A350990,,
A352480,,
A352540,0.023071421,0.046774194
A352770,0.065511118,-0.034210526
A35286N,,
A353070,0.008431771,-0.0025
A353490,0.039099549,0.004975124
A355410,,
A356890,,
A35732K,,
A361390,,
A361580,0.082850809,0.020208605
A361610,,
A363250,,
A363580,0.105246105,0.02289282
A364460,,
A365040,0.076816591,0.025285077
A366330,,
A367340,0.003099965,0.005012531
A367800,,
A371450,0.019851142,0.076124567
A372330,0.006171316,-0.003422983
A373200,,
A373790,0,
A375270,,
A375760,,
A376190,,
A379660,,
A379780,,
A380170,,
A381570,,
A383800,,
A385510,,
A385590,,
A385660,,
A385710,,
A385720,,
A000040,0.661929494,-0.004485303
A000070,0.332881303,-0.002076407
A000075,0.199403077,-0.00107457
A000120,0.138341362,6.18569E-05
A000155,0.186898632,0.000874749
A000240,0.196717694,0.000194781
A000270,0.178719257,0.001964227
A000320,0.243116451,-0.002005872
A000480,0.066247648,0.000290826
A000520,0.487323925,0.007485337
A000650,0.159951735,0.001585116
A000810,0.151656536,-0.001089181
A000860,0.287201011,-0.001399322
A000880,0.244005707,0.000189693
A000885,0.417845203,0.010309144
A00088K,0.166996547,-0.020997375
A000910,0.273386607,0.004957005
A000950,0.391020356,-0.000100531
A000995,0.544809176,0.011114454
A00104K,0.109386542,-0.064102564
A001065,0.431409061,0.005074143
A001067,0.334766371,0.003695612
A001080,0.114793168,0.000968239
A001120,0.336523386,0.000375106
A001130,0.112676084,0.00056919
A001230,0.305170523,0.003713461
A001360,0.282867568,0.002120607
A001380,0.424516945,0.003962246
A001420,0.193430347,0.003679347
A001515,0.435410456,0.012658598
A001529,0.148746889,0.002319971
A001530,0.226242179,0.004985737
A001540,0.212667262,0.000257377
A001550,0.332239104,0.006084717
A001570,0.336810991,0.007804044
A001680,0.120069869,-7.68036E-05
A001685,0.110360701,0.001259912
A001770,0.160515417,0.002817266
A001880,0.226449421,0.004191202
A002000,,
A002020,0.484014763,-0.002802956
A002150,0.321078528,0.004898584
A002200,0.116049188,0.001325002
A002210,0.622236664,0.008537221
A002240,0.284214074,-0.001604751
A002320,0.255371636,0.00314886
A002690,0.217370075,0.000679117
A002720,0.37981483,0.007202496
A002785,0.295335352,0.007487649
A002795,0.42242146,-0.004004262
A00279K,0.178328547,0.009259259
A003000,0.303787378,0.004555955
A003060,0.42742083,-0.000401197
A003160,0.190473252,0.000976238
A003380,0.331634242,-0.041994751
A003410,0.274790314,0.003742495
A003460,0.133225269,-0.000776246
A003540,0.134052755,0.001368584
A003545,0.103606202,0.001727948
A003620,0.382978063,-0.002135365
A003925,0.228754186,-0.001408926
A004000,0.253668627,0.002659415
A004050,,
A004090,0.213823031,0.002290119
A004105,0.178107857,0.000846587
A004170,0.238030961,0.001578287
A004310,0.163979194,0.004911779
A004450,0.088960949,1.88822E-05
A004690,0.148424735,-0.00017986
A004800,0.162625146,0.001841389
A004835,0.65499207,0.011517908
A004960,0.167892888,0.00064491
A004990,0.34819528,-0.002060355
A005010,0.263278312,-0.001574956
A005090,0.386196214,-0.001841508
A005250,0.252815106,0.001311813
A005360,0.311394685,0.003915168
A005380,0.151476942,0.002484095
A005385,0.165604912,0.000626926
A005710,0.171067854,0.000622231
A005725,0.207642255,2.63893E-05
A005820,0.155456026,0.000917667
A005830,0.180191147,-0.00088393
A005850,0.175227379,0.002256911
A005880,0.236593102,0.004406977
A005930,0.231615954,0.005500664
A005945,0.128817179,0.001619839
A006110,0.312579272,0.006960357
A006345,0.225198409,0.003633782
A006490,0.727351401,0.00723815
A006730,0.249593842,-0.001065372
A006890,0.333143381,0.005221449
A007070,0.173885781,-0.0010635
A007120,0.627812434,-0.003732329
A007210,0.518156762,-0.002275631
A007280,0.37262058,0.006208854
A007310,0.205790348,-0.002424909
A007390,0.746392582,0.011500446
A007530,0.402021986,0.004475014
A007570,0.377857284,0.002604925
A007610,0.30402009,0.004009669
A007630,0.98613724,0.009367631
A007660,0.176191719,0.001857165
A007720,0.361228119,0.003138459
A007815,0.260638597,0.00310668
A007980,0.267757734,-0.000783749
A008930,0.409710187,0.000493734
A009160,0.293746693,-0.00185836
A009300,0.162435679,0.001987065
A009310,0.338742234,0.00282439
A009680,0.138426717,0.002086529
A009810,0.301117894,0.000926074
A010100,0.221359443,0.003771054
A010130,0.099232395,0.000140189
A010140,0.202538745,0.001606086
A010170,0.477060771,0.007775078
A010240,0.292473163,0.007600303
A010640,0.219090591,0.003659623
A011080,0.506385045,0.002159522
A011160,,
A011200,0.538726686,0.001791774
A011300,0.301528404,-0.002266817
A011700,0.341900479,-4.88604E-05
A011785,0.193090075,0.003162536
A012450,0.279949599,0.001267611
A013120,0.11775167,0.001479754
A013360,0.261661064,0.00308831
A013570,0.186537714,-0.000104017
A014130,0.38836976,0.000431572
A014200,0.45596201,0.004874016
A014280,0.362890395,0.0006473
A014620,0.181611079,0.00102978
A014680,0.291556986,0.005256901
A014790,0.246904707,0.002941578
A015260,0.760834868,-0.003360196
A015760,0.343130217,-0.001505212
A015860,0.366922475,0.000277552
A016100,0.559244989,-0.005319672
A016170,,
A016590,0.446923317,0.005332061
A016610,0.130351423,0.001724538
A016670,0.338658437,-0.000170347
A016740,0.155233104,-0.117461652
A017040,0.216471907,0.002030076
A017390,0.103531342,-0.0003122
A017510,0.356375071,0.004987117
A017650,0.215186279,0.005658773
A018290,0.350640732,0.004912057
A018500,0.60115743,-0.002680947
A019170,1.86981343,0.01947628
A019210,0.350015141,-0.001035243
A019540,0.379052746,-0.000387391
A019550,0.336358534,0.006979479
A019770,0.426088501,0.007334882
A019990,0.278450183,0.003497677
A020760,0.354508494,0.004255319
A021045,0.232867713,0.002942245
A021080,0.331924168,0.005005513
A021880,0.374983673,0.001657761
A023160,0.20701276,0.000530823
A023450,0.238620176,0.005467425
A023590,0.115353982,0.001393289
A023890,,
A023910,0.179572898,0.001884226
A024720,0.308611793,-0.001010764
A024810,0.447626658,0.000480612
A024910,0.430951663,0.001003496
A024950,0.433185515,-0.000685162
A025550,0.171300138,0.0013705
A025770,0.162290516,0.000109095
A025820,0.200245395,0.003390147
A025870,0.250886651,0.005177855
A025890,0.298796319,-0.001171917
A025950,0.480689629,0.011921666
A026150,0.283447317,0.008117764
A026910,0.186239372,0.001972629
A026960,0.229578144,0.000926334
A027710,0.158058192,0.001030488
A027970,0.213341947,0.002410498
A028040,,
A028080,0.346984836,-0.001169422
A028100,0.304806055,0.005135906
A028150,,
A028260,0.148393289,0.000784254
A029480,0.483111032,-0.002604195
A029780,0.130834212,0.001124281
A029960,0.471210724,0.006497589
A030000,0.16280604,0.000874591
A030190,0.367746636,0.005111463
A030270,,
A030520,0.206330417,0.001010421
A030610,0.137462856,0.000554535
A031310,0.194276338,0.00379521
A031390,0.217692965,0.002082556
A031430,0.485047191,0.003846118
A032190,0.183220601,0.001307314
A032750,0.181340142,0.002044026
A032790,0.605210221,0.003468241
A032820,0.433997,0.007203686
A032960,0.092521044,0.001076456
A033130,0.304005237,-2.85551E-05
A033230,0.250561491,0.000692802
A033500,0.250072654,0.005977028
A033540,0.273180578,0.007119083
A033640,0.600589867,0.009946099
A034020,0.47050162,0.003075756
A034230,0.180097654,0.001702731
A034730,0.137060699,0.001222437
A035250,0.189830985,-0.001167221
A035290,0.443119557,-0.002513408
A036010,0.236774889,0.004046908
A036180,0.482501439,-0.002415191
A036190,0.145865237,-0.000152925
A036460,0.225092267,0.000422693
A036480,0.22869263,0.004841459
A036490,0.205305538,0.005692336
A036530,0.222169737,-0.001863938
A036560,0.093980262,0.00052282
A036570,0.396139428,0.006601819
A036580,0.368791126,-0.002824457
A036620,0.441934749,-6.55356E-05
A036630,0.423564932,-0.001823261
A036640,0.21113783,0.003208903
A036890,0.241437369,0.005382738
A036930,0.290665258,0.002017004
A037270,0.471787021,0.005983795
A037370,0.192001564,0.002405676
A037400,0.388228647,-0.000416723
A037440,0.13598572,0.001082208
A037460,0.237905009,0.006647682
A037710,0.199363798,-0.001713272
A037760,0.15995101,0.002261499
A037950,0.197588705,0.001860536
A038010,0.204786465,0.005093815
A038340,0.269614709,-0.001535309
A038430,,
A038680,0.190782661,0.00210521
A038880,0.240784685,0.002480238
A039230,0.666691676,-0.003043344
A039240,0.111542628,0.000969361
A039290,0.220147515,0.004414818
A039420,0.221298305,0.002073368
A039490,0.199165187,0.004381209
A039670,0.553168703,0.000965362
A039840,0.201167856,0.001023969
A040160,0.23958488,-0.000486952
A041020,0.490220655,0.000537874
A041460,0.28259731,0.001953499
A041520,0.381489208,0.002402932
A041910,0.387751488,0.000868394
A041930,0.294190152,0.004811696
A042700,0.272751396,0.006938298
A043340,0.223889254,0.004550165
A043580,,
A043650,0.272273148,-0.000356143
A043710,0.69645714,0.000741932
A044060,0.258842521,0.007467196
A044480,0.382132205,0.005936757
A044490,0.399274665,0.002915151
A044780,0.167045007,0.00152624
A045060,0.230371532,0.00489411
A045520,0.561055972,0.009953541
A045660,0.702815536,0.01166989
A045890,0.457969925,-0.00017712
A045970,0.221305013,0.00218224
A047040,0.229487387,0.001404999
A047560,0.209307213,1.12393E-05
A048870,0.707958247,0.028968739
A049120,0.532297584,0.00893743
A049720,0.282156131,0.003098534
A049770,0.185722386,-0.001790509
A050320,1.043039282,0.001378178
A050860,0.158348775,0.00242266
A050890,0.473313971,0.005979338
A050960,0.231347781,0.073891626
A051160,0.844299647,0.012779688
A051600,0.352550691,-0.003341199
A051905,0.145453969,0.00192033
A051915,0.246940894,0.003801008
A052260,0.228079681,0.001478161
A052290,,
A052420,0.564033944,0.004480037
A052670,0.309732752,0.005167591
A052770,0.755978414,-0.004487201
A052790,0.305833723,-0.000670675
A053110,0.676282965,-0.005842778
A053160,0.264181932,0.007747991
A053270,0.141426232,0.000888438
A053450,0.398213102,-0.000683683
A053580,0.971156939,0.028206932
A053800,0.191429044,0.00228407
A053950,0.401499698,0.002266605
A054040,0.320061943,0.000819783
A054220,0.500300308,-0.002129756
A054300,0.353721656,-0.001330298
A054540,0.225822069,0.004355372
A054620,0.458347904,0.002103647
A054630,0.329882557,0.002672948
A056080,0.261654729,-0.000926423
A056730,0.448883105,-0.002364266
A057050,0.208437629,-0.000292514
A057540,0.177729132,0.001722247
A058110,1.070400428,0.010193007
A058470,0.410824939,0.0053045
A058860,0.257530126,-0.001186638
A059210,0.274082973,2.60766E-05
A060250,0.74371037,0.007126246
A060480,0.345319069,0.007234988
A060720,0.330563345,0.003975853
A060850,0.084762954,-0.062015504
A060980,0.25719944,-0.000966838
A062860,0.218914737,0.002130774
A063160,0.399474347,0.006590178
A064290,0.557456877,0.008828058
A064470,,
A064520,0.663788317,-0.006006472
